causas-comercial	1300	PRUEBA SOBRE HECHOS CONDUCENTES, ALEGADOS Y CONTROVERTIDOS - AUTO DE APERTURA A PRUEBA
causas-comercial	1298	RESOL. QUE PONE FIN AL LITIGIO: CADUCIDAD DE LA INSTANCIA
causas-comercial	1219	EJECUCION DE SENTENCIA
causas-comercial	1194	PARALIZADO
causas-comercial	1059	AUDIENCIA PRELIMINAR - ART. 360 CPCCN
causas-comercial	1026	INTIMACION CUMPLIMIENTO OBLIGATORIO
causas-comercial	894	APERTURA RECURSO - RELACION
causas-comercial	812	MEMORIAL: PRESENTA MEMORIAL
causas-comercial	710	SENTENCIA DE CAMARA
causas-comercial	665	RESOL. QUE PONE FIN AL LITIGIO: CONCILIACION/HOMOLOGACION
causas-comercial	651	MEMORIAL: CONTESTA MEMORIAL
causas-comercial	587	ALEGATOS
causas-comercial	570	DEVOLUCION
causas-comercial	437	TRABA DE LITIS: CONTESTACION DE DEMANDA CON EXCEPCIONES PREVIAS
causas-comercial	403	ACUERDO TRANSACCIONAL HOMOLOGADO
causas-comercial	349	SACADO DE PARALIZADO
causas-comercial	337	RESOL. QUE PONE FIN AL LITIGIO: DESISTIMIENTO DEL DERECHO O DEL PROCESO
causas-comercial	327	TRABA DE LITIS: REBELDIA Y/O TENER POR NO CONTESTADA DEMANDA
causas-comercial	277	CONCLUSION DE LA CAUSA PARA DEFINITIVA (ART. 482)
causas-comercial	251	APERTURA RECURSO - LIBRE
causas-comercial	208	CONFRONTE
causas-comercial	197	TRABA DE LITIS: PREPARACION VIA EJECUTIVA
causas-comercial	168	INICIO
causas-comercial	167	INFORME GENERAL
causas-comercial	147	INFORME INDIVIDUAL
causas-comercial	143	RESOL. QUE PONE FIN AL LITIGIO: DECLARACION DE INCOMPETENCIA E INHIBITORIA
causas-comercial	139	DESARCHIVO/REINGRESO
causas-comercial	133	RESOLUCION VERIFICATORIA
causas-comercial	130	DECLARACION DE PURO DERECHO
causas-comercial	117	RECURSO EXTRAORDINARIO: PRESENTACION
causas-comercial	109	PEDIDO DE QUIEBRA POR ACREEDOR: QUIEBRA
causas-comercial	104	CONFECCION CEDULA
causas-comercial	99	RECURSO EXTRAORDINARIO - RESOLUCION RECHAZA
causas-comercial	94	CIRCULACION DE LA CAUSA
causas-comercial	88	RESOL. QUE PONE FIN AL LITIGIO: TRANSACCION
causas-comercial	82	FALLO FAL
causas-comercial	76	ACUERDO
causas-comercial	71	PEDIDO DE QUIEBRA - POR DEUDOR: CITACION A DAR EXPLICACIONES
causas-comercial	59	RECURSO EXTRAORDINARIO - CONTESTACION RECURSO EXTRAORDINARIO
causas-comercial	50	QUIEBRA: CLAUSURA DE LOS PROCEDIMIENTOS - FALTA DE ACTIVO
causas-comercial	50	SENTENCIA DE PRIMERA INSTANCIA
